sample_id,word_id,word,lemma,pos
phi0959.phi006.perseus-lat1.tb.xml@147,1,Hunc,hic,DET
phi0959.phi006.perseus-lat1.tb.xml@147,2,deus,deus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@147,3,arquitenens,Arcitenens,ADJ
phi0959.phi006.perseus-lat1.tb.xml@147,4,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@147,5,et,et,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@147,6,numquam,numquam,ADV
phi0959.phi006.perseus-lat1.tb.xml@147,7,talibus,talis,DET
phi0959.phi006.perseus-lat1.tb.xml@147,8,armis,armus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@147,9,ante,ante,ADV
phi0959.phi006.perseus-lat1.tb.xml@147,10,nisi,nisi,SCONJ
phi0959.phi006.perseus-lat1.tb.xml@147,11,in,in,ADP
phi0959.phi006.perseus-lat1.tb.xml@147,12,dammis,damma,NOUN
phi0959.phi006.perseus-lat1.tb.xml@147,13-14,capreisque,_,_
phi0959.phi006.perseus-lat1.tb.xml@147,13,capreis,caprea,NOUN
phi0959.phi006.perseus-lat1.tb.xml@147,14,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@147,15,fugacibus,fugax,ADJ
phi0959.phi006.perseus-lat1.tb.xml@147,16,usus,usus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@147,17,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@147,18,mille,mille,NUM
phi0959.phi006.perseus-lat1.tb.xml@147,19,gravem,gravis,ADJ
phi0959.phi006.perseus-lat1.tb.xml@147,20,telis,tela,NOUN
phi0959.phi006.perseus-lat1.tb.xml@147,21,exhausta,exhaurio,VERB
phi0959.phi006.perseus-lat1.tb.xml@147,22,paene,paene,ADV
phi0959.phi006.perseus-lat1.tb.xml@147,23,pharetra,pharetra,NOUN
phi0959.phi006.perseus-lat1.tb.xml@147,24,perdidit,perdo,VERB
phi0959.phi006.perseus-lat1.tb.xml@147,25,effuso,effundo,VERB
phi0959.phi006.perseus-lat1.tb.xml@147,26,per,per,ADP
phi0959.phi006.perseus-lat1.tb.xml@147,27,vulnera,vulnus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@147,28,nigra,niger,ADJ
phi0959.phi006.perseus-lat1.tb.xml@147,29,veneno,venenum,NOUN
phi0959.phi006.perseus-lat1.tb.xml@147,30,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@148,1,Neve,neve,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@148,2,operis,opus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@148,3,famam,fama,NOUN
phi0959.phi006.perseus-lat1.tb.xml@148,4,posset,possum,VERB
phi0959.phi006.perseus-lat1.tb.xml@148,5,delere,deleo,VERB
phi0959.phi006.perseus-lat1.tb.xml@148,6,vetustas,vetustas,NOUN
phi0959.phi006.perseus-lat1.tb.xml@148,7,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@148,8,instituit,instituo,VERB
phi0959.phi006.perseus-lat1.tb.xml@148,9,sacros,sacer,ADJ
phi0959.phi006.perseus-lat1.tb.xml@148,10,celebri,celeber,ADJ
phi0959.phi006.perseus-lat1.tb.xml@148,11,certamine,certamen,NOUN
phi0959.phi006.perseus-lat1.tb.xml@148,12,ludos,ludus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@148,13,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@148,14,Pythia,Pythia,PROPN
phi0959.phi006.perseus-lat1.tb.xml@148,15,perdomitae,perdomo,VERB
phi0959.phi006.perseus-lat1.tb.xml@148,16,serpentis,serpens,NOUN
phi0959.phi006.perseus-lat1.tb.xml@148,17,nomine,nomen,NOUN
phi0959.phi006.perseus-lat1.tb.xml@148,18,dictos,dico,VERB
phi0959.phi006.perseus-lat1.tb.xml@148,19,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@149,1,Hic,hic,ADV
phi0959.phi006.perseus-lat1.tb.xml@149,2,iuvenum,iuvenis,NOUN
phi0959.phi006.perseus-lat1.tb.xml@149,3,quicumque,quicumque,DET
phi0959.phi006.perseus-lat1.tb.xml@149,4,manu,manus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@149,5-6,pedibusve,_,_
phi0959.phi006.perseus-lat1.tb.xml@149,5,pedibus,pes,NOUN
phi0959.phi006.perseus-lat1.tb.xml@149,6,ve,ve,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@149,7-8,rotave,_,_
phi0959.phi006.perseus-lat1.tb.xml@149,7,rota,rota,NOUN
phi0959.phi006.perseus-lat1.tb.xml@149,8,ve,ve,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@149,9,vicerat,vinco,VERB
phi0959.phi006.perseus-lat1.tb.xml@149,10,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@149,11,aesculeae,aesculeus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@149,12,capiebat,capio,VERB
phi0959.phi006.perseus-lat1.tb.xml@149,13,frondis,frons,NOUN
phi0959.phi006.perseus-lat1.tb.xml@149,14,honorem,honor,NOUN
phi0959.phi006.perseus-lat1.tb.xml@149,15,:,:,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@153,1,dixerat,dico,VERB
phi0959.phi006.perseus-lat1.tb.xml@153,2,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@153,3,',',PUNCT
phi0959.phi006.perseus-lat1.tb.xml@153,4,ista,iste,DET
phi0959.phi006.perseus-lat1.tb.xml@153,5,decent,decet,VERB
phi0959.phi006.perseus-lat1.tb.xml@153,6,umeros,umerus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@153,7,gestamina,gestamen,NOUN
phi0959.phi006.perseus-lat1.tb.xml@153,8,nostros,noster,DET
phi0959.phi006.perseus-lat1.tb.xml@153,9,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@153,10,qui,qui,PRON
phi0959.phi006.perseus-lat1.tb.xml@153,11,dare,do,VERB
phi0959.phi006.perseus-lat1.tb.xml@153,12,certa,certus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@153,13,ferae,fera,NOUN
phi0959.phi006.perseus-lat1.tb.xml@153,14,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@153,15,dare,do,VERB
phi0959.phi006.perseus-lat1.tb.xml@153,16,vulnera,vulnus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@153,17,possumus,possum,VERB
phi0959.phi006.perseus-lat1.tb.xml@153,18,hosti,hostis,NOUN
phi0959.phi006.perseus-lat1.tb.xml@153,19,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@153,20,qui,qui,PRON
phi0959.phi006.perseus-lat1.tb.xml@153,21,modo,modo,ADV
phi0959.phi006.perseus-lat1.tb.xml@153,22,pestifero,pestifer,ADJ
phi0959.phi006.perseus-lat1.tb.xml@153,23,tot,tot,DET
phi0959.phi006.perseus-lat1.tb.xml@153,24,iugera,iugerum,NOUN
phi0959.phi006.perseus-lat1.tb.xml@153,25,ventre,venter,NOUN
phi0959.phi006.perseus-lat1.tb.xml@153,26,prementem,premo,VERB
phi0959.phi006.perseus-lat1.tb.xml@153,27,stravimus,sterno,VERB
phi0959.phi006.perseus-lat1.tb.xml@153,28,innumeris,innumerus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@153,29,tumidum,tumidus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@153,30,Pythona,Python,PROPN
phi0959.phi006.perseus-lat1.tb.xml@153,31,sagittis,sagitta,NOUN
phi0959.phi006.perseus-lat1.tb.xml@153,32,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@157,1,Dixit,dico,VERB
phi0959.phi006.perseus-lat1.tb.xml@157,2,et,et,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@157,3,eliso,elido,VERB
phi0959.phi006.perseus-lat1.tb.xml@157,4,percussis,percutio,VERB
phi0959.phi006.perseus-lat1.tb.xml@157,5,aere,aer,NOUN
phi0959.phi006.perseus-lat1.tb.xml@157,6,pennis,penna,NOUN
phi0959.phi006.perseus-lat1.tb.xml@157,7,inpiger,impiger,ADJ
phi0959.phi006.perseus-lat1.tb.xml@157,8,umbrosa,umbrosus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@157,9,Parnasi,Parnasus,PROPN
phi0959.phi006.perseus-lat1.tb.xml@157,10,constitit,consto,VERB
phi0959.phi006.perseus-lat1.tb.xml@157,11,arce,arx,NOUN
phi0959.phi006.perseus-lat1.tb.xml@157,12,eque,unknown,X
phi0959.phi006.perseus-lat1.tb.xml@157,13,sagittifera,sagittifer,ADJ
phi0959.phi006.perseus-lat1.tb.xml@157,14,prompsit,promo,VERB
phi0959.phi006.perseus-lat1.tb.xml@157,15,duo,duo,NUM
phi0959.phi006.perseus-lat1.tb.xml@157,16,tela,telum,NOUN
phi0959.phi006.perseus-lat1.tb.xml@157,17,pharetra,pharetra,NOUN
phi0959.phi006.perseus-lat1.tb.xml@157,18,diversorum,diverto,VERB
phi0959.phi006.perseus-lat1.tb.xml@157,19,operum,opus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@157,20,:,:,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@158,1,fugat,fugo,VERB
phi0959.phi006.perseus-lat1.tb.xml@158,2,hoc,hic,DET
phi0959.phi006.perseus-lat1.tb.xml@158,3,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@158,4,facit,facio,VERB
phi0959.phi006.perseus-lat1.tb.xml@158,5,illud,ille,DET
phi0959.phi006.perseus-lat1.tb.xml@158,6,amorem,amor,NOUN
phi0959.phi006.perseus-lat1.tb.xml@158,7,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@159,1,Quod,qui,PRON
phi0959.phi006.perseus-lat1.tb.xml@159,2,facit,facio,VERB
phi0959.phi006.perseus-lat1.tb.xml@159,3,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@159,4,auratum,auratus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@159,5,est,sum,AUX
phi0959.phi006.perseus-lat1.tb.xml@159,6,et,et,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@159,7,cuspide,cuspis,NOUN
phi0959.phi006.perseus-lat1.tb.xml@159,8,fulget,fulgeo,VERB
phi0959.phi006.perseus-lat1.tb.xml@159,9,acuta,acutus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@159,10,;,;,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@162,1,Protinus,protinus,ADV
phi0959.phi006.perseus-lat1.tb.xml@162,2,alter,alter,DET
phi0959.phi006.perseus-lat1.tb.xml@162,3,amat,amo,VERB
phi0959.phi006.perseus-lat1.tb.xml@162,4,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@162,5,fugit,fugio,VERB
phi0959.phi006.perseus-lat1.tb.xml@162,6,altera,alter,DET
phi0959.phi006.perseus-lat1.tb.xml@162,7,nomen,nomen,NOUN
phi0959.phi006.perseus-lat1.tb.xml@162,8,amantis,amo,VERB
phi0959.phi006.perseus-lat1.tb.xml@162,9,silvarum,silva,NOUN
phi0959.phi006.perseus-lat1.tb.xml@162,10,tenebris,tenebrae,NOUN
phi0959.phi006.perseus-lat1.tb.xml@162,11-12,captivarumque,_,_
phi0959.phi006.perseus-lat1.tb.xml@162,11,captivarum,captivus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@162,12,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@162,13,ferarum,fera,NOUN
phi0959.phi006.perseus-lat1.tb.xml@162,14,exuviis,exuviae,NOUN
phi0959.phi006.perseus-lat1.tb.xml@162,15,gaudens,gaudeo,VERB
phi0959.phi006.perseus-lat1.tb.xml@162,16-17,innuptaeque,_,_
phi0959.phi006.perseus-lat1.tb.xml@162,16,innuptae,innubo,VERB
phi0959.phi006.perseus-lat1.tb.xml@162,17,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@162,18,aemula,aemulus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@162,19,Phoebes,Phoebe,PROPN
phi0959.phi006.perseus-lat1.tb.xml@162,20,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@163,1,Vitta,vitta,NOUN
phi0959.phi006.perseus-lat1.tb.xml@163,2,coercebat,coerceo,VERB
phi0959.phi006.perseus-lat1.tb.xml@163,3,positos,pono,VERB
phi0959.phi006.perseus-lat1.tb.xml@163,4,sine,sine,ADP
phi0959.phi006.perseus-lat1.tb.xml@163,5,lege,lex,NOUN
phi0959.phi006.perseus-lat1.tb.xml@163,6,capillos,capillus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@163,7,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@166,1,illa,ille,DET
phi0959.phi006.perseus-lat1.tb.xml@166,2,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@166,3,velut,velut,ADV
phi0959.phi006.perseus-lat1.tb.xml@166,4,crimen,crimen,NOUN
phi0959.phi006.perseus-lat1.tb.xml@166,5,taedas,taeda,NOUN
phi0959.phi006.perseus-lat1.tb.xml@166,6,exosa,exosus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@166,7,iugales,iugalis,ADJ
phi0959.phi006.perseus-lat1.tb.xml@166,8,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@166,9,pulchra,pulcher,ADJ
phi0959.phi006.perseus-lat1.tb.xml@166,10,verecundo,verecundus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@166,11,suffunditur,suffundo,VERB
phi0959.phi006.perseus-lat1.tb.xml@166,12,ora,os,NOUN
phi0959.phi006.perseus-lat1.tb.xml@166,13,rubore,rubor,NOUN
phi0959.phi006.perseus-lat1.tb.xml@166,14,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@166,15,inque,in,ADP
phi0959.phi006.perseus-lat1.tb.xml@166,16,patris,pater,NOUN
phi0959.phi006.perseus-lat1.tb.xml@166,17,blandis,blandus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@166,18,haerens,haereo,VERB
phi0959.phi006.perseus-lat1.tb.xml@166,19,cervice,cervix,NOUN
phi0959.phi006.perseus-lat1.tb.xml@166,20,lacertis,lacertus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@166,21,',',PUNCT
phi0959.phi006.perseus-lat1.tb.xml@166,22,da,do,VERB
phi0959.phi006.perseus-lat1.tb.xml@166,23,mihi,ego,PRON
phi0959.phi006.perseus-lat1.tb.xml@166,24,perpetua,perpetuus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@166,25,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@166,26,genitor,genitor,NOUN
phi0959.phi006.perseus-lat1.tb.xml@166,27,carissime,carus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@166,28,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@166,29,',',PUNCT
phi0959.phi006.perseus-lat1.tb.xml@166,30,dixit,dico,VERB
phi0959.phi006.perseus-lat1.tb.xml@166,31,',',PUNCT
phi0959.phi006.perseus-lat1.tb.xml@166,32,virginitate,virginitas,NOUN
phi0959.phi006.perseus-lat1.tb.xml@166,33,frui,fruor,VERB
phi0959.phi006.perseus-lat1.tb.xml@166,34,:,:,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@169,1-2,Votoque,_,_
phi0959.phi006.perseus-lat1.tb.xml@169,1,Voto,votum,NOUN
phi0959.phi006.perseus-lat1.tb.xml@169,2,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@169,3,tuo,tuus,DET
phi0959.phi006.perseus-lat1.tb.xml@169,4,tua,tuus,DET
phi0959.phi006.perseus-lat1.tb.xml@169,5,forma,forma,NOUN
phi0959.phi006.perseus-lat1.tb.xml@169,6,repugnat,repugno,VERB
phi0959.phi006.perseus-lat1.tb.xml@169,7,:,:,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@170,1,Phoebus,Phoebus,PROPN
phi0959.phi006.perseus-lat1.tb.xml@170,2,amat,amo,VERB
phi0959.phi006.perseus-lat1.tb.xml@170,3-4,visaeque,_,_
phi0959.phi006.perseus-lat1.tb.xml@170,3,visae,video,VERB
phi0959.phi006.perseus-lat1.tb.xml@170,4,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@170,5,cupit,cupio,VERB
phi0959.phi006.perseus-lat1.tb.xml@170,6,conubia,conubium,NOUN
phi0959.phi006.perseus-lat1.tb.xml@170,7,Daphnes,daphne,NOUN
phi0959.phi006.perseus-lat1.tb.xml@170,8,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@170,9,quodque,quisque,DET
phi0959.phi006.perseus-lat1.tb.xml@170,10,cupit,cupio,VERB
phi0959.phi006.perseus-lat1.tb.xml@170,11,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@170,12,sperat,spero,VERB
phi0959.phi006.perseus-lat1.tb.xml@170,13,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@170,14-15,suaque,_,_
phi0959.phi006.perseus-lat1.tb.xml@170,14,sua,suus,DET
phi0959.phi006.perseus-lat1.tb.xml@170,15,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@170,16,illum,ille,DET
phi0959.phi006.perseus-lat1.tb.xml@170,17,oracula,oraculum,NOUN
phi0959.phi006.perseus-lat1.tb.xml@170,18,fallunt,fallo,VERB
phi0959.phi006.perseus-lat1.tb.xml@170,19,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@173,1,ait,aio,VERB
phi0959.phi006.perseus-lat1.tb.xml@173,2,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@174,1,Videt,video,VERB
phi0959.phi006.perseus-lat1.tb.xml@174,2,igne,ignis,NOUN
phi0959.phi006.perseus-lat1.tb.xml@174,3,micantes,mico,VERB
phi0959.phi006.perseus-lat1.tb.xml@174,4,sideribus,sidus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@174,5,similes,similis,ADJ
phi0959.phi006.perseus-lat1.tb.xml@174,6,oculos,oculus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@174,7,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@174,8,videt,video,VERB
phi0959.phi006.perseus-lat1.tb.xml@174,9,oscula,osculum,NOUN
phi0959.phi006.perseus-lat1.tb.xml@174,10,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@174,11,quae,qui,PRON
phi0959.phi006.perseus-lat1.tb.xml@174,12,non,non,PART
phi0959.phi006.perseus-lat1.tb.xml@174,13,est,sum,AUX
phi0959.phi006.perseus-lat1.tb.xml@174,14,vidisse,video,VERB
phi0959.phi006.perseus-lat1.tb.xml@174,15,satis,satis,ADV
phi0959.phi006.perseus-lat1.tb.xml@174,16,;,;,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@175,1,laudat,laudo,VERB
phi0959.phi006.perseus-lat1.tb.xml@175,2-3,digitosque,_,_
phi0959.phi006.perseus-lat1.tb.xml@175,2,digitos,digitus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@175,3,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@175,4-5,manusque,_,_
phi0959.phi006.perseus-lat1.tb.xml@175,4,manus,manus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@175,5,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@175,6-7,bracchiaque,_,_
phi0959.phi006.perseus-lat1.tb.xml@175,6,bracchia,bracchium,NOUN
phi0959.phi006.perseus-lat1.tb.xml@175,7,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@175,8,et,et,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@175,9,nudos,nudus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@175,10,media,medius,ADJ
phi0959.phi006.perseus-lat1.tb.xml@175,11,plus,multus,DET
phi0959.phi006.perseus-lat1.tb.xml@175,12,parte,pars,NOUN
phi0959.phi006.perseus-lat1.tb.xml@175,13,lacertos,lacertus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@175,14,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@177,1,Fugit,fugio,VERB
phi0959.phi006.perseus-lat1.tb.xml@177,2,ocior,ocior,ADJ
phi0959.phi006.perseus-lat1.tb.xml@177,3,aura,aura,NOUN
phi0959.phi006.perseus-lat1.tb.xml@177,4,illa,ille,DET
phi0959.phi006.perseus-lat1.tb.xml@177,5,levi,levis,ADJ
phi0959.phi006.perseus-lat1.tb.xml@177,6-7,neque,_,_
phi0959.phi006.perseus-lat1.tb.xml@177,6,ne,ne,ADV
phi0959.phi006.perseus-lat1.tb.xml@177,7,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@177,8,ad,ad,ADP
phi0959.phi006.perseus-lat1.tb.xml@177,9,haec,hic,DET
phi0959.phi006.perseus-lat1.tb.xml@177,10,revocantis,revoco,VERB
phi0959.phi006.perseus-lat1.tb.xml@177,11,verba,verbum,NOUN
phi0959.phi006.perseus-lat1.tb.xml@177,12,resistit,resisto,VERB
phi0959.phi006.perseus-lat1.tb.xml@177,13,:,:,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@179,1,Non,non,PART
phi0959.phi006.perseus-lat1.tb.xml@179,2,insequor,insequor,VERB
phi0959.phi006.perseus-lat1.tb.xml@179,3,hostis,hostis,NOUN
phi0959.phi006.perseus-lat1.tb.xml@179,4,:,:,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@180,1,nympha,nympha,NOUN
phi0959.phi006.perseus-lat1.tb.xml@180,2,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@180,3,mane,maneo,VERB
phi0959.phi006.perseus-lat1.tb.xml@180,4,!,!,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@182,1,amor,amor,NOUN
phi0959.phi006.perseus-lat1.tb.xml@182,2,est,sum,AUX
phi0959.phi006.perseus-lat1.tb.xml@182,3,mihi,ego,PRON
phi0959.phi006.perseus-lat1.tb.xml@182,4,causa,causa,NOUN
phi0959.phi006.perseus-lat1.tb.xml@182,5,sequendi,sequor,VERB
phi0959.phi006.perseus-lat1.tb.xml@182,6,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@185,1,Aspera,asper,ADJ
phi0959.phi006.perseus-lat1.tb.xml@185,2,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@185,3,qua,qua,ADV
phi0959.phi006.perseus-lat1.tb.xml@185,4,properas,propero,VERB
phi0959.phi006.perseus-lat1.tb.xml@185,5,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@185,6,loca,locum,NOUN
phi0959.phi006.perseus-lat1.tb.xml@185,7,sunt,sum,AUX
phi0959.phi006.perseus-lat1.tb.xml@185,8,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@186,1,Moderatius,moderatus,ADV
phi0959.phi006.perseus-lat1.tb.xml@186,2,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@186,3,oro,oro,VERB
phi0959.phi006.perseus-lat1.tb.xml@186,4,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@186,5,curre,curro,VERB
phi0959.phi006.perseus-lat1.tb.xml@186,6-7,fugamque,_,_
phi0959.phi006.perseus-lat1.tb.xml@186,6,fugam,fuga,NOUN
phi0959.phi006.perseus-lat1.tb.xml@186,7,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@186,8,inhibe,inhibeo,VERB
phi0959.phi006.perseus-lat1.tb.xml@186,9,;,;,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@187,1,moderatius,moderatus,ADV
phi0959.phi006.perseus-lat1.tb.xml@187,2,insequar,insequor,VERB
phi0959.phi006.perseus-lat1.tb.xml@187,3,ipse,ipse,DET
phi0959.phi006.perseus-lat1.tb.xml@187,4,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@188,1,Cui,qui,PRON
phi0959.phi006.perseus-lat1.tb.xml@188,2,placeas,placeo,VERB
phi0959.phi006.perseus-lat1.tb.xml@188,3,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@188,4,inquire,inquiro,VERB
phi0959.phi006.perseus-lat1.tb.xml@188,5,tamen,tamen,ADV
phi0959.phi006.perseus-lat1.tb.xml@188,6,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@190,1,Nescis,nescio,VERB
phi0959.phi006.perseus-lat1.tb.xml@190,2,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@190,3,temeraria,temerarius,ADJ
phi0959.phi006.perseus-lat1.tb.xml@190,4,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@190,5,nescis,nescio,VERB
phi0959.phi006.perseus-lat1.tb.xml@190,6,quem,qui,PRON
phi0959.phi006.perseus-lat1.tb.xml@190,7,fugias,fugio,VERB
phi0959.phi006.perseus-lat1.tb.xml@190,8,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@190,9-10,ideoque,_,_
phi0959.phi006.perseus-lat1.tb.xml@190,9,ideo,ideo,ADV
phi0959.phi006.perseus-lat1.tb.xml@190,10,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@190,11,fugis,fugio,VERB
phi0959.phi006.perseus-lat1.tb.xml@190,12,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@191,1,Mihi,ego,PRON
phi0959.phi006.perseus-lat1.tb.xml@191,2,Delphica,Delphicus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@191,3,tellus,tellus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@191,4,et,et,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@191,5,Claros,Claros,PROPN
phi0959.phi006.perseus-lat1.tb.xml@191,6,et,et,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@191,7,Tenedos,Tenedos,PROPN
phi0959.phi006.perseus-lat1.tb.xml@191,8-9,Patareaque,_,_
phi0959.phi006.perseus-lat1.tb.xml@191,8,Patarea,Patareus,ADJ
phi0959.phi006.perseus-lat1.tb.xml@191,9,que,que,CCONJ
phi0959.phi006.perseus-lat1.tb.xml@191,10,regia,regia,NOUN
phi0959.phi006.perseus-lat1.tb.xml@191,11,servit,servio,VERB
phi0959.phi006.perseus-lat1.tb.xml@191,12,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@191,13,Iuppiter,Iuppiter,PROPN
phi0959.phi006.perseus-lat1.tb.xml@191,14,est,sum,AUX
phi0959.phi006.perseus-lat1.tb.xml@191,15,genitor,genitor,NOUN
phi0959.phi006.perseus-lat1.tb.xml@191,16,;,;,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@193,1,per,per,ADP
phi0959.phi006.perseus-lat1.tb.xml@193,2,me,ego,PRON
phi0959.phi006.perseus-lat1.tb.xml@193,3,concordant,concordo,VERB
phi0959.phi006.perseus-lat1.tb.xml@193,4,carmina,carmen,NOUN
phi0959.phi006.perseus-lat1.tb.xml@193,5,nervis,nervus,NOUN
phi0959.phi006.perseus-lat1.tb.xml@193,6,.,.,PUNCT
phi0959.phi006.perseus-lat1.tb.xml@195,1,Inventum,inventum,NOUN
phi0959.phi006.perseus-lat1.tb.xml@195,2,medicina,medicina,NOUN
phi0959.phi006.perseus-lat1.tb.xml@195,3,meum,meus,DET
phi0959.phi006.perseus-lat1.tb.xml@195,4,est,sum,AUX
phi0959.phi006.perseus-lat1.tb.xml@195,5,",",",",PUNCT
phi0959.phi006.perseus-lat1.tb.xml@195,6-7,opiferque,_,_
phi0959.phi006.perseus-lat1.tb.xml@195,6,opifer,opifer,ADJ
