Unnamed: 0,sample,sample_id,word_id_gold,word,pos_gold,analysis,lemma_gold,language,glossing,glossing_id,manuscript,word_id_pred,lemma_pred,pos_pred
,Ang.50b36b: complet signiferum    'completes the sign (or constellation) bearing',Ang.50b36b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b36b.0,complet,VERB,3sg.pres.ind.act.,compleo,la,gl. proximumShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_54a,Ang,Ang.50b36b_1,compleo,VERB
,Ang.50b36b: complet signiferum    'completes the sign (or constellation) bearing',Ang.50b36b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b36b.1,signiferum,ADJ,acc.sg.neut.pos.,signifer,la,gl. proximumShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_54a,Ang,Ang.50b36b_2,signifer,NOUN
,BCr.27c55: .i. complet uel ministrat    'i.e. completes or executes',BCr.27c55,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.1,complet,VERB,3sg.pres.ind.act.,compleo,la,gl. proximumShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_54a,BCr,BCr.27c55_1,compleo,VERB
,BCr.27c55: .i. complet uel ministrat    'i.e. completes or executes',BCr.27c55,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.2,uel,CCONJ,,uel,la,gl. proximumShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_54a,BCr,BCr.27c55_2,uel,CCONJ
,BCr.27c55: .i. complet uel ministrat    'i.e. completes or executes',BCr.27c55,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.3,ministrat,VERB,3sg.pres.ind.act.,ministro,la,gl. proximumShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_54a,BCr,BCr.27c55_3,ministro,VERB
,BVi.01c14a: complet    'completes',BVi.01c14a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c14a.0,complet,VERB,3sg.pres.ind.act.,compleo,la,gl. proximumShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_54a,BVi,BVi.01c14a_1,compleo,VERB
,BVi.01c14b: ueneri    'Friday',BVi.01c14b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c14b.0,ueneri,NOUN,,dies ueneris,la,gl. mercurii sidus,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_54b,BVi,BVi.01c14b_1,uenio,VERB
,Ang.50b37a: uelociore    'more swiftly',Ang.50b37a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b37a.0,uelociore,ADJ,abl.sg.neut.comp.,uelox,la,gl. ocioreShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_55a,Ang,Ang.50b37a_1,uelox,ADJ
,BVi.01c15: uelociorium    'more swiftly',BVi.01c15,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c15.0,uelociorium,ADJ,gen.pl.neut.comp.,uelox,la,gl. ocioreShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_55a,BVi,BVi.01c15_1,uelox,ADJ
,Ang.51a05a: martis    'Tuesday',Ang.51a05a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a05a.0,martis,NOUN,gen.sg.masc.,mars,la,gl. primamShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_61a,Ang,Ang.51a05a_1,mars,NOUN
,BVi.01c22b: martis    'Tuesday',BVi.01c22b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22b.0,martis,NOUN,gen.sg.masc.,mars,la,gl. primamShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_61a,BVi,BVi.01c22b_1,mars,NOUN
,BVi.01c22a: % uiligro percis (?) forais    '???',BVi.01c22a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22a.0,uiligro,,,,la,gl. ???,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_61c,BVi,BVi.01c22a_1,uilim,NOUN
,BVi.01c22a: % uiligro percis (?) forais    '???',BVi.01c22a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22a.1,cis,,,,la,gl. ???,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_61c,BVi,BVi.01c22a_2,cis,NUM
,Ang.51a05d: mercurius    'Wednesday',Ang.51a05d,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a05d.0,mercurius,NOUN,nom.sg.masc.,mercurius,la,gl. primamShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_61d,Ang,Ang.51a05d_1,mercurius,NOUN
,BVi.01c22d: mercorius    'Wednesday',BVi.01c22d,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22d.0,mercorius,NOUN,nom.sg.masc.,mercurius,la,gl. primamShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_61d,BVi,BVi.01c22d_1,mercorius,ADJ
,Ang.51a05g: iouis    'Thursday',Ang.51a05g,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a05g.0,iouis,PROPN,gen.sg.masc.,iuppiter,la,gl. secundamShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_62a,Ang,Ang.51a05g_1,ios,NOUN
,BVi.01c23a: ioppiter    'Thursday',BVi.01c23a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c23a.0,ioppiter,PROPN,nom.sg.masc.,iuppiter,la,gl. secundamShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_62a,BVi,BVi.01c23a_1,ioppiter,ADV
,Ang.51a06b: uener    'Friday',Ang.51a06b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06b.0,uener,NOUN,,dies ueneris,la,gl. sextaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_62b,Ang,Ang.51a06b_1,uenio,VERB
,BVi.01c23b: ueneri    'Friday',BVi.01c23b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c23b.0,ueneri,NOUN,,dies ueneris,la,gl. sextaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_62b,BVi,BVi.01c23b_1,uenio,VERB
,Ang.51a06e: dies ebdomadae    'days of the week',Ang.51a06e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06e.0,dies,NOUN,nom.sg.masc.,dies,la,gl. feriasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_63-64b,Ang,Ang.51a06e_1,dies,NOUN
,Ang.51a06e: dies ebdomadae    'days of the week',Ang.51a06e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06e.1,ebdomadae,NOUN,gen.sg.fem.,ebdomada,la,gl. feriasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_63-64b,Ang,Ang.51a06e_2,ebdomadas,ADJ
,Ang.51a06c: saturnus    'Saturday',Ang.51a06c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06c.0,saturnus,NOUN,nom.sg.masc.,saturnus,la,gl. septimaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_63a,Ang,Ang.51a06c_1,saturnus,NOUN
,BVi.01c24a: saturnus    'Saturday',BVi.01c24a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c24a.0,saturnus,NOUN,nom.sg.masc.,saturnus,la,gl. septimaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_302_63a,BVi,BVi.01c24a_1,saturnus,NOUN
,Ang.51a16e: .i. unadie dominico    'one Sunday',Ang.51a16e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.1,una,NUM,abl.sg.fem.,unus,la,gl. monadeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_78a,Ang,Ang.51a16e_1,unus,DET
,Ang.51a16e: .i. unadie dominico    'one Sunday',Ang.51a16e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.2,die,NOUN,abl.sg.fem.,dies,la,gl. monadeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_78a,Ang,Ang.51a16e_2,dies,NOUN
,Ang.51a16e: .i. unadie dominico    'one Sunday',Ang.51a16e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.3,dominico,ADJ,abl.sg.masc.pos.,dominicus,la,gl. monadeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_78a,Ang,Ang.51a16e_3,dominicus,ADJ
,BCr.27d44: uno die    'one day',BCr.27d44,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27d44.0,uno,NUM,abl.sg.masc.,unus,la,gl. monadeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_78a,BCr,BCr.27d44_1,unus,DET
,BCr.27d44: uno die    'one day',BCr.27d44,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27d44.1,die,NOUN,abl.sg.masc.,dies,la,gl. monadeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_78a,BCr,BCr.27d44_2,dies,NOUN
,BVi.01c38.16: uno .i. ondoenfiur    'one i.e. from one man',BVi.01c38.16,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c38.16.0,uno,NUM,abl.sg.neut.,unus,la,gl. monadeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_78a,BVi,BVi.01c38.16_1,unus,DET
,Sg.57.37b: i. unodie    'one day',Sg.57.37b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.57.37b.1,uno,NUM,abl.sg.masc.,unus,la,gl. monadeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_78a,Sg,Sg.57.37b_1,unus,DET
,Sg.57.37b: i. unodie    'one day',Sg.57.37b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.57.37b.2,die,NOUN,abl.sg.masc.,dies,la,gl. monadeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_78a,Sg,Sg.57.37b_2,dies,NOUN
,Ang.51a22a: annorum    'of years',Ang.51a22a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a22a.0,annorum,NOUN,gen.pl.masc.,annus,la,gl. exordineShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_86a,Ang,Ang.51a22a_1,annus,NOUN
,BVi.01d05a: annorum    'of years',BVi.01d05a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d05a.0,annorum,NOUN,gen.pl.masc.,annus,la,gl. exordineShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_86a,BVi,BVi.01d05a_1,annus,NOUN
,Ang.51a22b: .i. sacrificio    '(for) sacrifice',Ang.51a22b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a22b.1,sacrificio,NOUN,abl.sg.neut.,sacrificium,la,gl. collectisShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_86b,Ang,Ang.51a22b_1,sacrificium,NOUN
,Ang.51a24b: speramus    'we hope',Ang.51a24b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a24b.0,speramus,VERB,1pl.pres.ind.act.,spero,la,gl. praestulamurShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_90a,Ang,Ang.51a24b_1,spero,VERB
,BVi.01d09: speramus    'we hope',BVi.01d09,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d09.0,speramus,VERB,1pl.pres.ind.act.,spero,la,gl. praestulamurShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_303_90a,BVi,BVi.01d09_1,spero,VERB
,Ang.51a26a: mundari    'cleansed',Ang.51a26a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a26a.0,mundari,VERB,pres.infinitive.pass.,mundo,la,gl. lustrariShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_304_92a,Ang,Ang.51a26a_1,mundo,VERB
,BCr.28a04: .i.mundari .uel consecrari. uel lauari.    'cleansed or consecrated or washed',BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.1,mundari,VERB,pres.infinitive.pass.,mundo,la,gl. lustrariShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_304_92a,BCr,BCr.28a04_1,mundo,VERB
,BCr.28a04: .i.mundari .uel consecrari. uel lauari.    'cleansed or consecrated or washed',BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.2,uel,CCONJ,,uel,la,gl. lustrariShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_304_92a,BCr,BCr.28a04_2,uel,CCONJ
,BCr.28a04: .i.mundari .uel consecrari. uel lauari.    'cleansed or consecrated or washed',BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.2,uel,CCONJ,,uel,la,gl. lustrariShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_304_92a,BCr,BCr.28a04_4,uel,CCONJ
,BCr.28a04: .i.mundari .uel consecrari. uel lauari.    'cleansed or consecrated or washed',BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.3,consecrari,VERB,pres.infinitive.pass.,consecro,la,gl. lustrariShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_304_92a,BCr,BCr.28a04_3,consecro,VERB
,BCr.28a04: .i.mundari .uel consecrari. uel lauari.    'cleansed or consecrated or washed',BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.4,uel,CCONJ,,uel,la,gl. lustrariShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_304_92a,BCr,BCr.28a04_2,uel,CCONJ
,BCr.28a04: .i.mundari .uel consecrari. uel lauari.    'cleansed or consecrated or washed',BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.4,uel,CCONJ,,uel,la,gl. lustrariShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_304_92a,BCr,BCr.28a04_4,uel,CCONJ
,BCr.28a04: .i.mundari .uel consecrari. uel lauari.    'cleansed or consecrated or washed',BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.5,lauari,VERB,pres.infinitive.pass.,lauo,la,gl. lustrariShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_304_92a,BCr,BCr.28a04_5,lauo,VERB
,Sg.58.02: .i. mundari    'i.e. cleansed',Sg.58.02,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.02.1,mundari,VERB,pres.infinitive.pass.,mundo,la,gl. lustrariShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_304_92a,Sg,Sg.58.02_1,mundo,VERB
,BVi.01d30a: arg capientibus et curi osis    '',BVi.01d30a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.0,arg,NOUN,nom.sg.fem.,argumentum,la,gl.,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_11a,BVi,BVi.01d30a_1,arg,NOUN
,BVi.01d30a: arg capientibus et curi osis    '',BVi.01d30a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.1,capientibus,VERB,abl.pl.masc.participle.,capio,la,gl.,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_11a,BVi,BVi.01d30a_2,capio,VERB
,BVi.01d30a: arg capientibus et curi osis    '',BVi.01d30a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.2,et,CCONJ,,et,la,gl.,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_11a,BVi,BVi.01d30a_3,et,CCONJ
,BVi.01d30a: arg capientibus et curi osis    '',BVi.01d30a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.3,curiosis,ADJ,abl.pl.neut.pos.,curiosus,la,gl.,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_11a,BVi,BVi.01d30a_4,curiosus,ADJ
,Ang.51b03a: profetiam    'prophecy',Ang.51b03a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b03a.0,profetiam,NOUN,acc.sg.fem.,prophetia,la,gl. margaritasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_12a,Ang,Ang.51b03a_1,profetia,NOUN
,BCr.28a30: profetiae    'prophecies',BCr.28a30,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a30.0,profetiae,NOUN,nom.pl.fem.,prophetia,la,gl. margaritasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_12a,BCr,BCr.28a30_1,profetia,NOUN
,BVi.01d30b: profoetie    'prophecies',BVi.01d30b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30b.0,profoetie,NOUN,nom.pl.fem.,prophetia,la,gl. margaritasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_12a,BVi,BVi.01d30b_1,profoetie,NOUN
,BVi.01d30c: eclesiae    'churches',BVi.01d30c,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30c.0,eclesiae,NOUN,nom.pl.fem.,ecclesia,la,gl. clausas,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_12b,BVi,BVi.01d30c_1,eclesia,NOUN
,BVi.01d37: lex    'law',BVi.01d37,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d37.0,lex,NOUN,nom.sg.fem.,lex,la,gl. uisio,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_19a,BVi,BVi.01d37_1,lex,NOUN
,Ang.51b08a: christus spiritu sancto    'Christ holy spirit',Ang.51b08a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b08a.0,christus,PROPN,nom.sg.masc.pos.,christus,la,gl. oleo laetitiaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_21-2a,Ang,Ang.51b08a_1,christus,ADJ
,Ang.51b08a: christus spiritu sancto    'Christ holy spirit',Ang.51b08a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b08a.1,spiritu,NOUN,abl.sg.masc.,spiritus,la,gl. oleo laetitiaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_21-2a,Ang,Ang.51b08a_2,spiritus,NOUN
,Ang.51b08a: christus spiritu sancto    'Christ holy spirit',Ang.51b08a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b08a.2,sancto,ADJ,abl.sg.masc.pos.,sanctus,la,gl. oleo laetitiaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_21-2a,Ang,Ang.51b08a_3,sanctus,ADJ
,BCr.28a44: spiritu sancto    'holy spirit',BCr.28a44,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a44.0,spiritu,NOUN,abl.sg.masc.,spiritus,la,gl. oleo laetitiaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_21-2a,BCr,BCr.28a44_1,spiritus,NOUN
,BCr.28a44: spiritu sancto    'holy spirit',BCr.28a44,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a44.1,sancto,ADJ,abl.sg.masc.pos.,sanctus,la,gl. oleo laetitiaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_21-2a,BCr,BCr.28a44_2,sanctus,ADJ
,BVi.01d40a: spiritus sanctus    'holy spirit',BVi.01d40a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40a.0,spiritus,NOUN,nom.sg.masc.,spiritus,la,gl. oleo laetitiaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_21-2a,BVi,BVi.01d40a_1,spiritus,NOUN
,BVi.01d40a: spiritus sanctus    'holy spirit',BVi.01d40a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40a.1,sanctus,ADJ,nom.sg.masc.pos.,sanctus,la,gl. oleo laetitiaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_21-2a,BVi,BVi.01d40a_2,sanctus,ADJ
,Sg.58.25: .i. spiritu sancto    'holy spirit',Sg.58.25,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.25.1,spiritu,ADJ,abl.sg.masc.pos.,sanctus,la,gl. oleo laetitiaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_21-2a,Sg,Sg.58.25_1,spiritus,NOUN
,Sg.58.25: .i. spiritu sancto    'holy spirit',Sg.58.25,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.25.2,sancto,ADJ,abl.sg.masc.,sanctus,la,gl. oleo laetitiaeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_21-2a,Sg,Sg.58.25_2,sanctus,ADJ
,BVi.01d40b: profoetis et apostolis    'prophets and apostles',BVi.01d40b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40b.0,profoetis,NOUN,abl.pl.fem.,prophetium,la,gl. prae participibus suis,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_22b,BVi,BVi.01d40b_1,profero,VERB
,BVi.01d40b: profoetis et apostolis    'prophets and apostles',BVi.01d40b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40b.1,et,CCONJ,,et,la,gl. prae participibus suis,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_22b,BVi,BVi.01d40b_2,et,CCONJ
,BVi.01d40b: profoetis et apostolis    'prophets and apostles',BVi.01d40b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40b.2,apostolis,NOUN,abl.pl.masc.,apostolus,la,gl. prae participibus suis,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_22b,BVi,BVi.01d40b_3,apostolus,NOUN
,BVi.01d24: .i. lunae    'of the moon',BVi.01d24,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d24.1,lunae,NOUN,gen.sg.fem.,luna,la,gl. singulos,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_5a,BVi,BVi.01d24_1,luna,NOUN
,BVi.01d26a.18a: .i. anno co mis embolism    'i.e. in a year with the embolismic month',BVi.01d26a.18a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d26a.18a.1,anno,NOUN,abl.sg.masc.,annus,la,gl. tertio uel altero anno,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_7a,BVi,BVi.01d26a.18a_1,annus,NOUN
,Ang.51a36b: .i. ogdad    '.i. octad',Ang.51a36b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a36b.1,ogdad,,,,la,gl. singulos adiiciensShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_7b,Ang,Ang.51a36b_1,ogdo,VERB
,BCr.28a25: ogdad et endicad    'octad and ???',BCr.28a25,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a25.0,ogdad,,,,la,gl. singulos adiiciensShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_7b,BCr,BCr.28a25_1,ogdo,VERB
,BCr.28a25: ogdad et endicad    'octad and ???',BCr.28a25,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a25.1,et,CCONJ,,et,la,gl. singulos adiiciensShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_7b,BCr,BCr.28a25_2,et,CCONJ
,BCr.28a25: ogdad et endicad    'octad and ???',BCr.28a25,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a25.2,endicad,,,,la,gl. singulos adiiciensShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_305_7b,BCr,BCr.28a25_3,endico,VERB
,Ang.51b11d: angelus    'angel',Ang.51b11d,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b11d.0,angelus,NOUN,nom.sg.masc.,angelus,la,gl. asseritShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_306_25a,Ang,Ang.51b11d_1,angelus,NOUN
,BVi.01d43: angelus    'angel',BVi.01d43,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d43.0,angelus,NOUN,nom.sg.masc.,angelus,la,gl. asseritShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_306_25a,BVi,BVi.01d43_1,angelus,NOUN
,BVi.02a10: di es    'day',BVi.02a10,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a10.0,dies,NOUN,nom.sg.masc.,dies,la,gl. tertia,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_314_34a,BVi,BVi.02a10_1,dies,NOUN
,BCr.29a50: innumero    'in number',BCr.29a50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29a50.0,in,ADP,,in,la,gl. summaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_42a,BCr,BCr.29a50_1,in,ADP
,BCr.29a50: innumero    'in number',BCr.29a50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29a50.1,numero,NOUN,abl.sg.masc.,numerus,la,gl. summaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_42a,BCr,BCr.29a50_2,numerus,NOUN
,BVi.02a18a: numero    'number',BVi.02a18a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18a.0,numero,NOUN,abl.sg.masc.,numerus,la,gl. summaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_42a,BVi,BVi.02a18a_1,numero,ADV
,BVi.02a18b: .i. dies    'i.e. day',BVi.02a18b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18b.1,dies,NOUN,nom.sg.masc.,dies,la,gl. temporis,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_42b,BVi,BVi.02a18b_1,dies,NOUN
,"Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'",Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.0,i.,,,.i.,la,gl. non plusquam unde l diesShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a,Ang,Ang.53b01a_1,i.,NUM
,"Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'",Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.3,unus,NUM,nom.sg.masc.,unus,la,gl. non plusquam unde l diesShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a,Ang,Ang.53b01a_1,unus,DET
,"Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'",Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.4,deest,VERB,3sg.pres.ind.act.,desum,la,gl. non plusquam unde l diesShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a,Ang,Ang.53b01a_2,desum,VERB
,"Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'",Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.5,de,ADP,,de,la,gl. non plusquam unde l diesShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a,Ang,Ang.53b01a_3,de,ADP
,"Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'",Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.6,l,NUM,,(Roman numerals),la,gl. non plusquam unde l diesShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a,Ang,Ang.53b01a_4,l,NUM
