sample_id,word_id_gold,word_gold,lemma_gold,pos_gold,token_idx,word_id_pred,word_pred,lemma_pred,pos_pred,word_match
BVi.01b22,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b22.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b22.0,idest,idest,CCONJ,True
BVi.01b22,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b22.1,numer,nan,CCONJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b22.1,numer,numer,NOUN,True
Ang.50b12a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.0,similitudine,similitudo,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.0,similitudine,similitudo,NOUN,True
Ang.50b12a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.1,septimi,septimus 1,ADJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.1,septimi,septimus,ADJ,True
Ang.50b12a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.2,diei,dies,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.2,diei,dies,NOUN,True
Ang.50b12a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.3,initii,initium,NOUN,3,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.3,initii,initium,NOUN,True
Ang.50b12a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.4,mundi,mundus,NOUN,4,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b12a.4,mundi,mundus,NOUN,True
BCr.27c22,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c22.0,ad,ad,ADP,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c22.0,ad,ad,ADP,True
BCr.27c22,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c22.1,similitudinem,similitudo,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c22.1,similitudinem,similitudo,NOUN,True
BCr.27c22,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c22.3,diei,dies,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c22.2,diei,dies,NOUN,True
BVi.01b28.10,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b28.10.2,septimi,septimus 1,ADJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b28.10.0,septimi,septimus,NOUN,True
BVi.01b28.10,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b28.10.3,diei,dies,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b28.10.1,diei,dies,NOUN,True
BVi.01b28.10,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b28.10.4,mundi,mundus,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b28.10.2,mundi,mundus,NOUN,True
BVi.01b38,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b38.0,ebdomada,ebdomada,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01b38.0,ebdomada,ebdomadus,ADJ,True
Ang.50b32d,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b32d.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b32d.0,idest,idest,CCONJ,True
Ang.50b32d,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b32d.1,prouocat,prouoco,VERB,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b32d.1,prouocat,prouoco,VERB,True
BVi.01c08,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c08.0,prouocat,prouoco,VERB,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c08.0,prouocat,prouoco,VERB,True
Ang.50b36b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b36b.0,complet,compleo,VERB,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b36b.0,complet,compleo,VERB,True
Ang.50b36b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b36b.1,signiferum,signifer,ADJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b36b.1,signiferum,signifer,NOUN,True
BCr.27c55,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.0,idest,idest,CCONJ,True
BCr.27c55,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.1,complet,compleo,VERB,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.1,complet,compleo,VERB,True
BCr.27c55,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.2,uel,uel,CCONJ,2,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.2,uel,uel,CCONJ,True
BCr.27c55,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.3,ministrat,ministro,VERB,3,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27c55.3,ministrat,ministro,VERB,True
BVi.01c14a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c14a.0,complet,compleo,VERB,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c14a.0,complet,compleo,VERB,True
BVi.01c14b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c14b.0,ueneri,dies ueneris,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c14b.0,ueneri,uenio,VERB,True
Ang.50b37a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b37a.0,uelociore,uelox,ADJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b37a.0,uelociore,uelox,ADJ,True
BVi.01c15,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c15.0,uelociorium,uelox,ADJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c15.0,uelociorium,uelox,ADJ,True
Ang.51a05a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a05a.0,martis,mars,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a05a.0,martis,mars,NOUN,True
BVi.01c22b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22b.0,martis,mars,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22b.0,martis,mars,NOUN,True
BVi.01c22a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22a.0,uiligro,nan,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22a.0,uiligro,uilim,NOUN,True
BVi.01c22a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22a.1,cis,nan,CCONJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22a.1,cis,cis,NUM,True
Ang.51a05d,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a05d.0,mercurius,mercurius,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a05d.0,mercurius,mercurius,NOUN,True
BVi.01c22d,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22d.0,mercorius,mercurius,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c22d.0,mercorius,mercorius,ADJ,True
Ang.51a05g,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a05g.0,iouis,iuppiter,PROPN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a05g.0,iouis,ios,NOUN,True
BVi.01c23a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c23a.0,ioppiter,iuppiter,PROPN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c23a.0,ioppiter,ioppiter,ADV,True
Ang.51a06b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06b.0,uener,dies ueneris,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06b.0,uener,uenio,VERB,True
BVi.01c23b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c23b.0,ueneri,dies ueneris,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c23b.0,ueneri,uenio,VERB,True
Ang.51a06e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06e.0,dies,dies,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06e.0,dies,dies,NOUN,True
Ang.51a06e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06e.1,ebdomadae,ebdomada,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06e.1,ebdomadae,ebdomadas,ADJ,True
Ang.51a06c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06c.0,saturnus,saturnus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a06c.0,saturnus,saturnus,NOUN,True
BVi.01c24a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c24a.0,saturnus,saturnus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c24a.0,saturnus,saturnus,NOUN,True
Ang.51a16e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.0,idest,idest,CCONJ,True
Ang.51a16e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.1,una,unus,NUM,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.1,una,unus,DET,True
Ang.51a16e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.2,die,dies,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.2,die,dies,NOUN,True
Ang.51a16e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.3,dominico,dominicus,ADJ,3,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a16e.3,dominico,dominicus,ADJ,True
BCr.27d44,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27d44.0,uno,unus,NUM,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27d44.0,uno,unus,DET,True
BCr.27d44,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27d44.1,die,dies,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27d44.1,die,dies,NOUN,True
BVi.01c38.16,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c38.16.0,uno,unus,NUM,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01c38.16.0,uno,unus,DET,True
Sg.57.37b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.57.37b.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.57.37b.0,idest,idest,CCONJ,True
Sg.57.37b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.57.37b.1,uno,unus,NUM,1,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.57.37b.1,uno,unus,DET,True
Sg.57.37b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.57.37b.2,die,dies,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.57.37b.2,die,dies,NOUN,True
Ang.51a22a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a22a.0,annorum,annus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a22a.0,annorum,annus,NOUN,True
BVi.01d05a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d05a.0,annorum,annus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d05a.0,annorum,annus,NOUN,True
Ang.51a22b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a22b.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a22b.0,idest,idest,CCONJ,True
Ang.51a22b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a22b.1,sacrificio,sacrificium,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a22b.1,sacrificio,sacrificium,NOUN,True
Ang.51a24b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a24b.0,speramus,spero,VERB,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a24b.0,speramus,spero,VERB,True
BVi.01d09,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d09.0,speramus,spero,VERB,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d09.0,speramus,spero,VERB,True
Ang.51a26a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a26a.0,mundari,mundo,VERB,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a26a.0,mundari,mundo,VERB,True
BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.0,idest,idest,CCONJ,True
BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.1,mundari,mundo,VERB,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.1,mundari,mundo,VERB,True
BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.2,uel,uel,CCONJ,2,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.2,uel,uel,CCONJ,True
BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.3,consecrari,consecro,VERB,3,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.3,consecrari,consecro,VERB,True
BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.4,uel,uel,CCONJ,4,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.4,uel,uel,CCONJ,True
BCr.28a04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.5,lauari,lauo,VERB,5,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a04.5,lauari,lauo,VERB,True
Sg.58.02,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.02.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.02.0,idest,idest,CCONJ,True
Sg.58.02,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.02.1,mundari,mundo,VERB,1,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.02.1,mundari,mundo,VERB,True
BVi.01d30a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.0,arg,argumentum,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.0,arg,arg,NOUN,True
BVi.01d30a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.1,capientibus,capio,VERB,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.1,capientibus,capio,VERB,True
BVi.01d30a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.2,et,et,CCONJ,2,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.2,et,et,CCONJ,True
BVi.01d30a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.3,curiosis,curiosus,ADJ,3,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30a.3,curiosis,curiosus,ADJ,True
Ang.51b03a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b03a.0,profetiam,prophetia,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b03a.0,profetiam,profetia,NOUN,True
BCr.28a30,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a30.0,profetiae,prophetia,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a30.0,profetiae,profetia,NOUN,True
BVi.01d30b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30b.0,profoetie,prophetia,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30b.0,profoetie,profoetie,NOUN,True
BVi.01d30c,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30c.0,eclesiae,ecclesia,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d30c.0,eclesiae,eclesia,NOUN,True
BVi.01d37,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d37.0,lex,lex,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d37.0,lex,lex,NOUN,True
Ang.51b08a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b08a.0,christus,christus,PROPN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b08a.0,christus,christus,ADJ,True
Ang.51b08a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b08a.1,spiritu,spiritus,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b08a.1,spiritu,spiritus,NOUN,True
Ang.51b08a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b08a.2,sancto,sanctus,ADJ,2,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b08a.2,sancto,sanctus,ADJ,True
BCr.28a44,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a44.0,spiritu,spiritus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a44.0,spiritu,spiritus,NOUN,True
BCr.28a44,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a44.1,sancto,sanctus,ADJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a44.1,sancto,sanctus,ADJ,True
BVi.01d40a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40a.0,spiritus,spiritus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40a.0,spiritus,spiritus,NOUN,True
BVi.01d40a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40a.1,sanctus,sanctus,ADJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40a.1,sanctus,sanctus,ADJ,True
Sg.58.25,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.25.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.25.0,idest,idest,CCONJ,True
Sg.58.25,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.25.1,spiritu,sanctus,ADJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.25.1,spiritu,spiritus,NOUN,True
Sg.58.25,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.25.2,sancto,sanctus,ADJ,2,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.58.25.2,sancto,sanctus,ADJ,True
BVi.01d40b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40b.0,profoetis,prophetium,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40b.0,profoetis,profero,VERB,True
BVi.01d40b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40b.1,et,et,CCONJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40b.1,et,et,CCONJ,True
BVi.01d40b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40b.2,apostolis,apostolus,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d40b.2,apostolis,apostolus,NOUN,True
BVi.01d24,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d24.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d24.0,idest,idest,CCONJ,True
BVi.01d24,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d24.1,lunae,luna,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d24.1,lunae,luna,NOUN,True
BVi.01d26a.18a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d26a.18a.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d26a.18a.0,idest,idest,CCONJ,True
BVi.01d26a.18a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d26a.18a.1,anno,annus,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d26a.18a.1,anno,annus,NOUN,True
Ang.51a36b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a36b.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a36b.0,idest,idest,CCONJ,True
Ang.51a36b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a36b.1,ogdad,nan,CCONJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51a36b.1,ogdad,ogda,NOUN,True
BCr.28a25,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a25.0,ogdad,nan,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a25.0,ogdad,ogdo,VERB,True
BCr.28a25,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a25.1,et,et,CCONJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a25.1,et,et,CCONJ,True
BCr.28a25,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a25.2,endicad,nan,CCONJ,2,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.28a25.2,endicad,endico,VERB,True
Ang.51b11d,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b11d.0,angelus,angelus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.51b11d.0,angelus,angelus,NOUN,True
BVi.01d43,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d43.0,angelus,angelus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01d43.0,angelus,angelus,NOUN,True
BVi.02a10,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a10.0,dies,dies,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a10.0,dies,dies,NOUN,True
BCr.29a50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29a50.0,in,in,ADP,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29a50.0,in,in,ADP,True
BCr.29a50,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29a50.1,numero,numerus,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29a50.1,numero,numerus,NOUN,True
BVi.02a18a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18a.0,numero,numerus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18a.0,numero,numero,ADV,True
BVi.02a18b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18b.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18b.0,idest,idest,CCONJ,True
BVi.02a18b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18b.1,dies,dies,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18b.1,dies,dies,NOUN,True
Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.0,idest,idest,CCONJ,True
Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.2,idest,idest,CCONJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.1,idest,idest,CCONJ,True
Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.3,unus,unus,NUM,2,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.2,unus,unus,DET,True
Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.4,deest,desum,VERB,3,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.3,deest,desum,VERB,True
Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.5,de,de,ADP,4,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.4,de,de,ADP,True
Ang.53b01a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.6,l,(Roman numerals),NUM,5,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.5,l,l,NUM,True
BVi.02a19,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.0,idest,idest,CCONJ,True
BVi.02a19,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.1,unus,unus,NUM,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.1,unus,unus,DET,True
BVi.02a19,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.2,deest,desum,VERB,2,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.2,deest,desum,VERB,True
BVi.02a19,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.4,de,de,ADP,3,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.3,de,de,ADP,True
BCr.29b04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.0,in,in,ADP,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.0,in,in,ADP,True
BCr.29b04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.1,quo,qui,PRON,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.1,quo,qui,PRON,True
BCr.29b04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.2,fuit,sum,VERB,2,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.2,fuit,sum,AUX,True
BCr.29b04,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.3,noe,noe,PROPN,3,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.3,noe,noe,PROPN,True
BVi.02a28.19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a28.19a.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a28.19a.0,idest,idest,CCONJ,True
BVi.02a28.19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a28.19a.1,noe,noe,PROPN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a28.19a.1,noe,noe,PROPN,True
BVi.02a30a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a30a.0,et,et,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a30a.0,et,et,CCONJ,True
BVi.02a30.20b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a30.20b.18a.1,nonus,nonus,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a30.20b.0,nonus,nonus,ADJ,True
Ang.53b08b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b08b.0,luna,luna,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b08b.0,luna,luna,NOUN,True
BVi.02a31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a31.0,idest,idest,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a31.0,idest,idest,CCONJ,True
BVi.02a31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a31.1,luna,luna,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a31.1,luna,luna,NOUN,True
Ang.53b11a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b11a.0,ad,ad,ADP,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b11a.0,ad,ad,ADP,True
Ang.53b11a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b11a.1,solem,sol,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b11a.1,solem,sol,NOUN,True
