"","Gloss","GlossID","WordID","Word","POS","Analysis","Lemma","Language","Glossing","GlossingID","Manuscript"
"","BCr.29a50: innumero    'in number'","BCr.29a50","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29a50.0","in","ADP","","in","la","gl. summaShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_42a","BCr"
"","BCr.29a50: innumero    'in number'","BCr.29a50","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29a50.1","numero","NOUN","abl.sg.masc.","numerus","la","gl. summaShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_42a","BCr"
"","BVi.02a18a: numero    'number'","BVi.02a18a","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18a.0","numero","NOUN","abl.sg.masc.","numerus","la","gl. summaShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_42a","BVi"
"","BVi.02a18b: .i. dies    'i.e. day'","BVi.02a18b","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18b.0",".i.","","",".i.","la","gl. temporis","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_42b","BVi"
"","BVi.02a18b: .i. dies    'i.e. day'","BVi.02a18b","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a18b.1","dies","NOUN","nom.sg.masc.","dies","la","gl. temporis","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_42b","BVi"
"","Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'","Ang.53b01a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.0","i.","","",".i.","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","Ang"
"","Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'","Ang.53b01a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.1","xiuiiii","NUM","","(Roman numerals)","Numeral","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","Ang"
"","Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'","Ang.53b01a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.2",".i.","","",".i.","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","Ang"
"","Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'","Ang.53b01a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.3","unus","NUM","nom.sg.masc.","unus","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","Ang"
"","Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'","Ang.53b01a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.4","deest","VERB","3sg.pres.ind.act.","desum","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","Ang"
"","Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'","Ang.53b01a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.5","de","ADP","","de","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","Ang"
"","Ang.53b01a: i. xiuiiii .i. unus deest de .l.,    'i.e. nineteen i.e. one missing from fifty'","Ang.53b01a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b01a.6","l","NUM","","(Roman numerals)","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","Ang"
"","BVi.02a19: .i. unus deest de .l.    'one missing from fifty'","BVi.02a19","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.0",".i.","","",".i.","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","BVi"
"","BVi.02a19: .i. unus deest de .l.    'one missing from fifty'","BVi.02a19","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.1","unus","NUM","nom.sg.masc.","unus","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","BVi"
"","BVi.02a19: .i. unus deest de .l.    'one missing from fifty'","BVi.02a19","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.2","deest","VERB","3sg.pres.ind.act.","desum","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","BVi"
"","BVi.02a19: .i. unus deest de .l.    'one missing from fifty'","BVi.02a19","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.4","de","ADP","","de","la","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","BVi"
"","BVi.02a19: .i. unus deest de .l.    'one missing from fifty'","BVi.02a19","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a19.5","l","NUM","","(Roman numerals)","Numeral","gl. non plusquam unde l diesShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_43-44a","BVi"
"","BCr.29b04: in quo fuit noe    'in which Noah was'","BCr.29b04","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.0","in","ADP","","in","la","gl. quae praesentiShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_52a","BCr"
"","BCr.29b04: in quo fuit noe    'in which Noah was'","BCr.29b04","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.1","quo","PRON","abl.sg.neut.","qui","la","gl. quae praesentiShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_52a","BCr"
"","BCr.29b04: in quo fuit noe    'in which Noah was'","BCr.29b04","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.2","fuit","VERB","3sg.past.ind.act.","sum","la","gl. quae praesentiShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_52a","BCr"
"","BCr.29b04: in quo fuit noe    'in which Noah was'","BCr.29b04","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29b04.3","noe","PROPN","nom.sg.masc.","noe","la","gl. quae praesentiShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_52a","BCr"
"","BVi.02a28.19a: .i. noe    'i.e. Noah'","BVi.02a28.19a","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a28.19a.0",".i.","","",".i.","la","gl. quae praesentiShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_52a","BVi"
"","BVi.02a28.19a: .i. noe    'i.e. Noah'","BVi.02a28.19a","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a28.19a.1","noe","PROPN","nom.sg.masc.","noe","la","gl. quae praesentiShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_52a","BVi"
"","BVi.02a30a: et xxuiii    'and twenty-eight'","BVi.02a30a","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a30a.0","et","CCONJ","","et","la","gl. xxuii pridie nonas","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_54a","BVi"
"","BVi.02a30a: et xxuiii    'and twenty-eight'","BVi.02a30a","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a30a.1","xxuiii","NUM","","(Roman numerals)","Numeral","gl. xxuii pridie nonas","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_54a","BVi"
"","BVi.02a30.20b: for nonus    'on nonas'","BVi.02a30.20b","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a30.20b.18a.0","for","ADP","dat.","for","sga","gl. nonas maias","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_54b","BVi"
"","BVi.02a30.20b: for nonus    'on nonas'","BVi.02a30.20b","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a30.20b.18a.1","nonus","NOUN","nom.sg.masc.","nonus","la","gl. nonas maias","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_315_54b","BVi"
"","Ang.53b08b: luna    'moon'","Ang.53b08b","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b08b.0","luna","NOUN","nom.sg.fem.","luna","la","gl. mensemShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_55a","Ang"
"","BVi.02a31: .i. luna    'i.e. moon'","BVi.02a31","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a31.0",".i.","","",".i.","la","gl. mensemShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_55a","BVi"
"","BVi.02a31: .i. luna    'i.e. moon'","BVi.02a31","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a31.1","luna","NOUN","nom.sg.fem.","luna","la","gl. mensemShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_55a","BVi"
"","Ang.53b11a: ? adsolem sequendum tamen    'however, to follow the sun'","Ang.53b11a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b11a.0","ad","ADP","","ad","la","gl. cursus ordinem xxuiiii diebusShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_59a","Ang"
"","Ang.53b11a: ? adsolem sequendum tamen    'however, to follow the sun'","Ang.53b11a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b11a.1","solem","NOUN","acc.sg.masc.","sol","la","gl. cursus ordinem xxuiiii diebusShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_59a","Ang"
"","Ang.53b11a: ? adsolem sequendum tamen    'however, to follow the sun'","Ang.53b11a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b11a.2","sequendum","VERB","gerund.acc.sg.","sequor","la","gl. cursus ordinem xxuiiii diebusShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_59a","Ang"
"","Ang.53b11a: ? adsolem sequendum tamen    'however, to follow the sun'","Ang.53b11a","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b11a.3","tamen","ADV","","tamen","la","gl. cursus ordinem xxuiiii diebusShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_59a","Ang"
"","BVi.02a35.22: .i. reim n gr ein    'the course of the sun'","BVi.02a35.22","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a35.22.0",".i.","","",".i.","sga","gl. cursus ordinem xxuiiii diebusShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_59a","BVi"
"","BVi.02a35.22: .i. reim n gr ein    'the course of the sun'","BVi.02a35.22","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a35.22.1","reim","NOUN","nom.sg.","réimm","sga","gl. cursus ordinem xxuiiii diebusShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_59a","BVi"
"","BVi.02a35.22: .i. reim n gr ein    'the course of the sun'","BVi.02a35.22","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a35.22.2","ngrein","NOUN","gen.sg.","grían","sga","gl. cursus ordinem xxuiiii diebusShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_59a","BVi"
"","BVi.02a38.24: tochom l ud    'procedure'","BVi.02a38.24","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a38.24.0","tochomlud","NOUN","nom.sg.","tochomlud","sga","gl. redintegratio","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_61-2a","BVi"
"","BVi.02a39: ??? re xiimam signum    '??? twelfth sign'","BVi.02a39","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02a39.0","signum","NOUN","nom.sg.neut.","signum","la","gl. per xxiimam partem zodiaci","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_316_63a","BVi"
"","Ang.53b21: .i. solis etlunae    'i.e. of the sun and of the moon'","Ang.53b21","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b21.0",".i.","","",".i.","la","gl. in utroque menseShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_317_74a","Ang"
"","Ang.53b21: .i. solis etlunae    'i.e. of the sun and of the moon'","Ang.53b21","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b21.1","solis","NOUN","gen.sg.masc.","sol","la","gl. in utroque menseShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_317_74a","Ang"
"","Ang.53b21: .i. solis etlunae    'i.e. of the sun and of the moon'","Ang.53b21","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b21.2","et","CCONJ","","et","la","gl. in utroque menseShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_317_74a","Ang"
"","Ang.53b21: .i. solis etlunae    'i.e. of the sun and of the moon'","Ang.53b21","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.53b21.3","lunae","NOUN","gen.sg.fem.","luna","la","gl. in utroque menseShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_317_74a","Ang"
"","BVi.02b07: solis et lunae    'of the sun and of the moon'","BVi.02b07","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02b07.0","solis","NOUN","gen.sg.masc.","sol","la","gl. in utroque menseShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_317_74a","BVi"
"","BVi.02b07: solis et lunae    'of the sun and of the moon'","BVi.02b07","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02b07.1","et","CCONJ","","et","la","gl. in utroque menseShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_317_74a","BVi"
"","BVi.02b07: solis et lunae    'of the sun and of the moon'","BVi.02b07","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02b07.2","lunae","NOUN","gen.sg.fem.","luna","la","gl. in utroque menseShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_317_74a","BVi"
"","BCr.29c01: super lunares quia mene luna interpretatur et epo super    'superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","BCr.29c01","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c01.0","super","ADP","","super","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BCr"
"","BCr.29c01: super lunares quia mene luna interpretatur et epo super    'superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","BCr.29c01","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c01.1","lunares","ADJ","acc.pl.masc.pos.","lunares","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BCr"
"","BCr.29c01: super lunares quia mene luna interpretatur et epo super    'superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","BCr.29c01","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c01.2","quia","SCONJ","","quia","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BCr"
"","BCr.29c01: super lunares quia mene luna interpretatur et epo super    'superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","BCr.29c01","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c01.3","mene","","","","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BCr"
"","BCr.29c01: super lunares quia mene luna interpretatur et epo super    'superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","BCr.29c01","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c01.4","luna","NOUN","nom.sg.fem.","luna","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BCr"
"","BCr.29c01: super lunares quia mene luna interpretatur et epo super    'superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","BCr.29c01","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c01.5","interpretatur","VERB","3sg.pres.ind.pass.","interpretor","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BCr"
"","BCr.29c01: super lunares quia mene luna interpretatur et epo super    'superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","BCr.29c01","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c01.6","et","CCONJ","","et","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BCr"
"","BCr.29c01: super lunares quia mene luna interpretatur et epo super    'superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","BCr.29c01","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c01.7","epo","","","","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BCr"
"","BCr.29c01: super lunares quia mene luna interpretatur et epo super    'superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","BCr.29c01","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c01.8","super","ADP","","super","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BCr"
"","BVi.02b28.25: forescai di    'superlunar'","BVi.02b28.25","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02b28.25.0","forescaidi","ADJ","nom.pl.masc.","foréscaide","sga","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","BVi"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.0","i.","","",".i.","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.1","super","ADP","","super","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.2","lunares","ADJ","acc.pl.masc.pos.","lunares","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.3","quia","SCONJ","","quia","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.4","mene","","","","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.5","luna","NOUN","nom.sg.fem.","luna","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.6","interpretatur","VERB","3sg.pres.ind.pass.","interpretor","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.7","et","CCONJ","","et","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.8","epo","","","","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","Sg.63.21: i. super lunares quia mene luna interpretatur et epo super    'i.e. superlunar because ＂mene＂ means ＂luna＂ and ＂epo＂ ＂super＂'","Sg.63.21","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.63.21.9","super","ADP","","super","la","gl. epagomenasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_318_98a","Sg"
"","BCr.29c41: .i.astrologis quamuis motauit sens um huius nobis    'i.e. astronomers, however, changed the sense of this for us'","BCr.29c41","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c41.0",".i.","","",".i.","la","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BCr"
"","BCr.29c41: .i.astrologis quamuis motauit sens um huius nobis    'i.e. astronomers, however, changed the sense of this for us'","BCr.29c41","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c41.1","astrologis","NOUN","dat.pl.masc.","astrologus","la","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BCr"
"","BCr.29c41: .i.astrologis quamuis motauit sens um huius nobis    'i.e. astronomers, however, changed the sense of this for us'","BCr.29c41","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c41.2","quamuis","SCONJ","","quamuis","la","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BCr"
"","BCr.29c41: .i.astrologis quamuis motauit sens um huius nobis    'i.e. astronomers, however, changed the sense of this for us'","BCr.29c41","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c41.3","motauit","VERB","3sg.past.ind.act.","moto","la","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BCr"
"","BCr.29c41: .i.astrologis quamuis motauit sens um huius nobis    'i.e. astronomers, however, changed the sense of this for us'","BCr.29c41","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c41.4","sensum","NOUN","acc.sg.masc.","sensus","la","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BCr"
"","BCr.29c41: .i.astrologis quamuis motauit sens um huius nobis    'i.e. astronomers, however, changed the sense of this for us'","BCr.29c41","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c41.5","huius","DET","gen.sg.masc.","hic","la","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BCr"
"","BCr.29c41: .i.astrologis quamuis motauit sens um huius nobis    'i.e. astronomers, however, changed the sense of this for us'","BCr.29c41","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.29c41.7","nobis","PRON","dat.pl.masc.","nos","la","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BCr"
"","BVi.02c14a.26: .i. donab nemindithib    'i.e. to the horoscopists'","BVi.02c14a.26","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02c14a.26.0",".i.","","",".i.","sga","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BVi"
"","BVi.02c14a.26: .i. donab nemindithib    'i.e. to the horoscopists'","BVi.02c14a.26","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02c14a.26.1","do","ADP","dat.","do 1","sga","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BVi"
"","BVi.02c14a.26: .i. donab nemindithib    'i.e. to the horoscopists'","BVi.02c14a.26","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02c14a.26.2","nab","DET","dat.pl.masc.","in 1","sga","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BVi"
"","BVi.02c14a.26: .i. donab nemindithib    'i.e. to the horoscopists'","BVi.02c14a.26","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02c14a.26.3","nemindithib","NOUN","dat.pl.","nemindithid","sga","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","BVi"
"","Sg.64.17: i. astrologis    'i.e. astronomers'","Sg.64.17","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.64.17.0","i.","","",".i.","la","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","Sg"
"","Sg.64.17: i. astrologis    'i.e. astronomers'","Sg.64.17","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.64.17.1","astrologis","NOUN","dat.pl.masc.","astrologus","la","gl. horoscopisShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_320_20a","Sg"
"","BVi.02c26.27: císdi    'moneyed'","BVi.02c26.27","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.02c26.27.0","císdi","ADJ","dat.sg.fem.","císde","sga","gl. monetae","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_32a","BVi"
"","Ang.54a33c: .i. ianuaris et februaris ánuma.    'i.e. January and February ???'","Ang.54a33c","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54a33c.0",".i.","","",".i.","la","gl. praepositos martioShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_33a","Ang"
"","Ang.54a33c: .i. ianuaris et februaris ánuma.    'i.e. January and February ???'","Ang.54a33c","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54a33c.1","ianuaris","NOUN","nom.sg.fem.","ianuarius","la","gl. praepositos martioShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_33a","Ang"
"","Ang.54a33c: .i. ianuaris et februaris ánuma.    'i.e. January and February ???'","Ang.54a33c","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54a33c.2","et","CCONJ","","et","la","gl. praepositos martioShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_33a","Ang"
"","Ang.54a33c: .i. ianuaris et februaris ánuma.    'i.e. January and February ???'","Ang.54a33c","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54a33c.3","februaris","NOUN","nom.sg.masc.","februarius","la","gl. praepositos martioShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_33a","Ang"
"","Ang.54a33c: .i. ianuaris et februaris ánuma.    'i.e. January and February ???'","Ang.54a33c","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54a33c.4","á","ADP","","a","la","gl. praepositos martioShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_321_33a","Ang"
